Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Route Type,Road Name,Cross-Street Type,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,At Fault,Injury Severity,Safety Equipment,Latitude,Longitude,Location
MCP2761001N,17015808,Montgomery County Police,Property Damage Crash,03/28/2017 03:36:00 PM,County,LIBERTY MILL RD,Maryland (State),CLOPPER RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,6E139837-1842-456C-9781-A8E8FF0FE2A5,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,NO APPARENT INJURY,NONE,39.16219969,-77.28107482,"(39.16219969, -77.28107482)"
MCP263900D0,210041923,Montgomery County Police,Injury Crash,10/19/2021 07:40:00 AM,,SNOWDEN FARM PKWY,,SWEETSPIRE DR,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,N/A,NONE DETECTED,NONE DETECTED,08591482-AE4C-4E70-91E7-3FA870F0BA44,BICYCLIST,Cross/Enter at Intersection,DART DASH,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,MC/BIKE HELMET,39.226935,-77.24847833,"(39.226935, -77.24847833)"
MCP0704000J,15018940,Montgomery County Police,Property Damage Crash,04/24/2015 05:45:00 PM,Maryland (State),OLD GEORGETOWN RD,County,CORDELL AVE,,N/A,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,32AF35D0-4143-42EB-8D02-D82E3B4C23B9,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,,NO APPARENT INJURY,MC/BIKE HELMET,38.98662833,-77.09057333,"(38.98662833, -77.09057333)"
MCP1205001S,16008508,Montgomery County Police,Injury Crash,02/20/2016 09:50:00 AM,County,CEDAR LA,Government,BEACH DR,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,7A260174-E024-4D61-8992-099042FC8847,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,OTHER,REFLECTIVE MATERIAL,No,SUSPECTED SERIOUS INJURY,MC/BIKE HELMET,39.01233149,-77.09089279,"(39.01233149, -77.09089279)"
MCP28230012,15005505,Montgomery County Police,Injury Crash,02/03/2015 04:37:00 PM,,,,,4101 Aspen Hill Road (Shell Gas Station),,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,18E9E4D5-E450-45E7-85D1-42A67122ADD9,PEDESTRIAN,Standing,N/A,INSIDE BUILDING,NO PED. SIGNAL,LIGHT CLOTHING,,SUSPECTED MINOR INJURY,N/A,39.08039167,-77.08152667,"(39.08039167, -77.08152667)"
MCP2048000L,15041762,MONTGOMERY,Injury Crash,08/21/2015 08:15:00 PM,County,OLD COLUMBIA PIKE,Unknown,TREETOP LA,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,STOP SIGN,UNKNOWN,NONE DETECTED,869613E8-15D6-49FF-9972-32BDCB4A6DD8,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,UNKNOWN,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,N/A,39.0591,-76.96922833,"(39.0591, -76.96922833)"
MCP271700FB,170549278,Montgomery County Police,Injury Crash,12/18/2017 01:00:00 PM,County,JONES BRIDGE RD,County,GLENBROOK PKWY,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,8448EBC1-B649-4441-91D0-6DFED6E0F30B,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,ON ROADWAY AT CROSSWALK,UNKNOWN,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,38.99687533,-77.093677,"(38.99687533, -77.093677)"
MCP26670029,16002334,Montgomery County Police,Injury Crash,01/13/2016 11:48:00 AM,County,STEDWICK RD,Other Public Roadway,MILLS CHOICE RD,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,0B086969-55D7-46E0-8C28-F0F3C0A15B01,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.17031333,-77.20730667,"(39.17031333, -77.20730667)"
EJ7880000S,200027825,Gaithersburg Police Depar,Injury Crash,07/17/2020 07:57:00 PM,,,,,VEHICLE STRUCK PED IN PARKING LOT AND FLED,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,D1BB3C8A-FD70-4EAB-AC29-F472CF1D0EAB,PEDESTRIAN,Standing,NO IMPROPER ACTIONS,OTHER,N/A,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.14407711,-77.19320816,"(39.14407711, -77.19320816)"
MCP2736002L,15029151,Montgomery County Police,Injury Crash,06/15/2015 03:37:00 PM,Government,BEACH DR,Maryland (State),EAST WEST HWY,,N/A,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,40DF1DFC-AAAC-4698-A97D-855ED06A5F8B,BICYCLIST,Walking/Riding w/Traffic,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.99316167,-77.06352333,"(38.99316167, -77.06352333)"
MCP2830003S,180025632,Montgomery County Police,Injury Crash,05/26/2018 05:54:00 AM,County,OAK HILL RD,County,SAHALEA TERR,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,AF78BAD8-BE03-4290-A35B-BFB5CA25340D,PEDESTRIAN,Standing,N/A,OUTSIDE RIGHT OF WAY,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,N/A,39.12623802,-76.97171688,"(39.12623802, -76.97171688)"
MCP2667000L,15009357,Montgomery County Police,Injury Crash,02/27/2015 06:03:00 AM,County,SNOUFFERS SCHOOL RD,County,MOONEY DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,N/A,NONE DETECTED,NONE DETECTED,F22A4CBD-2F44-41DA-A223-301249D86FD2,PEDESTRIAN,Other Working,N/A,SIDEWALK,N/A,MIXED CLOTHING,,SUSPECTED MINOR INJURY,NONE,39.16099667,-77.16363167,"(39.16099667, -77.16363167)"
MCP271700WR,220003800,Montgomery County Police,Property Damage Crash,01/28/2022 04:04:00 PM,County,RANDOLPH RD,County,NEBEL ST,,N/A,BICYCLIST,UNKNOWN,N/A,N/A,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,43D577F1-C911-43B0-BF8E-1A8E73495F78,BICYCLIST,Cross/Enter at Intersection,UNKNOWN,OTHER,UNKNOWN,MIXED CLOTHING,Unknown,NO APPARENT INJURY,MC/BIKE HELMET,39.1168015,-77.20569483,"(39.1168015, -77.20569483)"
MCP27980038,170517119,Montgomery County Police,Injury Crash,07/03/2017 03:43:00 PM,Maryland (State),NEW HAMPSHIRE AVE,Unknown,ENT TO WHITE OAK SHOPPING CENTER,,N/A,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,F1B24995-0268-4ECA-AE66-38536050D41F,BICYCLIST,Walking/Riding against Traffic,WRONG WAY RIDING OR WALKING,SIDEWALK,N/A,MIXED CLOTHING,Yes,POSSIBLE INJURY,NONE,39.03917695,-76.99018523,"(39.03917695, -76.99018523)"
MCP30930030,200039653,Montgomery County Police,Injury Crash,10/08/2020 03:02:00 PM,Maryland (State),EAST WEST HWY,County,MEADOWBROOK LA,,N/A,BICYCLIST,N/A,N/A,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,CFBEDCF8-BB9C-4086-A037-159328614F11,BICYCLIST,Cross/Enter at Intersection,INATTENTIVE,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,UNKNOWN,Yes,SUSPECTED MINOR INJURY,MC/BIKE HELMET,38.99254051,-77.06065823,"(38.99254051, -77.06065823)"
EJ7882000T,200047878,Gaithersburg Police Depar,Injury Crash,12/04/2020 09:17:00 PM,Municipality,FIRSTFIELD RD,Maryland (State),CLOPPER RD,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,CAE12915-A09D-4C34-B906-F6FFC7C9C598,PEDESTRIAN,Other,IMPROPER PASSING,ON ROADWAY NOT AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.14356652,-77.22390541,"(39.14356652, -77.22390541)"
MCP1563004J,180002560,Montgomery County Police,Injury Crash,01/16/2018 06:46:00 PM,Municipality,ASPEN ST,Maryland (State),CONNECTICUT AVE,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,7EC7D670-8885-478D-87B2-2B6A229534F9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,38.986285,-77.07734333,"(38.986285, -77.07734333)"
MCP29900005,16028058,Montgomery County Police,Injury Crash,06/05/2016 09:30:00 PM,,,,,DRIVE WAY OF 18604 RELIANT DR,,OTHER,OTHER,N/A,,DARK LIGHTS ON,N/A,NONE DETECTED,N/A,09CBDA3B-52CD-4E37-B517-DC1E411A07A3,OTHER,N/A,OTHER,OTHER,N/A,N/A,Unknown,POSSIBLE INJURY,N/A,39.149935,-77.23389667,"(39.149935, -77.23389667)"
MCP31900052,230022377,Montgomery County Police,Injury Crash,05/10/2023 11:18:00 AM,,,,,PRIVATE DRIVEWAY ON FARM PROPERTY AT 4300 GREGG ROAD.,,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,9CF03BC2-BF88-42E7-A93A-94BEE13330B0,PEDESTRIAN,Other,OTHER,OTHER,OTHER,MIXED CLOTHING,Unknown,SUSPECTED MINOR INJURY,NONE,39.2026889,-77.08683038,"(39.2026889, -77.08683038)"
MCP2399002F,190011319,Montgomery County Police,Injury Crash,03/11/2019 07:55:00 PM,County,QUAIL VALLEY BLVD,County,SANDPIPER LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,UNKNOWN,N/A,NONE DETECTED,NONE DETECTED,C2A6B53C-57A4-4328-8E76-5587C653367D,PEDESTRIAN,Cross/Enter at Intersection,UNKNOWN,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,39.16097333,-77.18926167,"(39.16097333, -77.18926167)"
MCP30530068,230013744,Montgomery County Police,Injury Crash,03/21/2023 05:02:00 PM,County,MONTICELLO AVE,County,KENBROOK DR,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,N/A,N/A,N/A,0F0F4C39-D24B-44D3-9514-9AAAA95A80D6,PEDESTRIAN,Other,DART DASH,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,Yes,POSSIBLE INJURY,N/A,39.039985,-77.02712667,"(39.039985, -77.02712667)"
MCP1342001Y,180003303,Montgomery County Police,Injury Crash,01/20/2018 02:10:00 PM,County,CARRY BACK DR,County,NATIVE DANCER RD,,N/A,BICYCLIST,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,MEDICATION PRESENT,NONE DETECTED,E843508C-1B39-4BD8-BE2A-4812D5B7BFC2,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,N/A,REFLECTIVE MATERIAL,No,SUSPECTED MINOR INJURY,MC/BIKE HELMET,39.10126333,-77.26250333,"(39.10126333, -77.26250333)"
MCP209400G4,200006910,Montgomery County Police,Injury Crash,02/11/2020 11:06:00 AM,County,NEBEL ST,County,MARINELLI RD,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,63ED7A4A-C86F-4049-896F-B7F1A6EAD2DD,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED SERIOUS INJURY,NONE,39.047995,-77.10563167,"(39.047995, -77.10563167)"
MCP2710001C,16059651,Montgomery County Police,Injury Crash,11/19/2016 05:40:00 PM,County,GOSHEN RD,Maryland (State),MIDCOUNTY HWY,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK NO LIGHTS,N/A,NONE DETECTED,NONE DETECTED,758B50BC-C9F1-40E7-877D-0A8B506732E8,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,N/A,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.15700667,-77.19197167,"(39.15700667, -77.19197167)"
MCP2353002Q,16021980,Montgomery County Police,Injury Crash,05/04/2016 07:24:00 AM,Maryland (State),OLD GEORGETOWN RD,County,COMMERCE LA,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A94562CC-4D55-4112-972A-317A5D53AC2A,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,NONE,38.98552833,-77.095945,"(38.98552833, -77.095945)"
MCP9130003S,170523644,Montgomery County Police,Injury Crash,08/08/2017 01:27:00 PM,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,,N/A,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,ALCOHOL CONTRIBUTED,232053AC-D1AB-4494-9FCE-785A29B1458F,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY AT CROSSWALK,UNKNOWN,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,NONE,38.99965066,-76.99515939,"(38.99965066, -76.99515939)"
MCP2878000P,15010062,Montgomery County Police,Injury Crash,03/03/2015 06:09:00 PM,County,VALLEY PARK DR,Unknown,VALLEY PARK TERR,,N/A,OTHER CONVEYANCE,OPPOSITE DIRECTION SIDESWIPE,WINTRY MIX,ICE,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,D564D019-0E00-4037-932A-67FC57CD8A27,OTHER CONVEYANCE,Standing,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,,POSSIBLE INJURY,NONE,39.27826667,-77.20505,"(39.27826667, -77.20505)"
MCP14910004,15046900,MONTGOMERY,Injury Crash,09/16/2015 01:43:00 PM,,,,,"ENTRANCE TO 15301 FREDERICK RD. IN DRIVEWAY 
CHEVROLET DEALERSHIP",,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,N/A,E9C3A207-E5B4-4A6B-8E32-F0649F65A561,BICYCLIST,Walking/Cycling on Sidewalk,OTHER,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.10721,-77.158035,"(39.10721, -77.158035)"
MCP13660047,16005363,Montgomery County Police,Injury Crash,02/02/2016 06:00:00 AM,County,E GUDE DR,Unknown,CALHOUN DR,,N/A,PEDESTRIAN,SINGLE VEHICLE,OTHER,WET,DARK LIGHTS ON,FLASHING TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,D030AB20-3EE9-4B99-A72E-A447B33A65CF,PEDESTRIAN,Unknown,UNKNOWN,UNKNOWN,N/A,DARK CLOTHING,Unknown,SUSPECTED SERIOUS INJURY,NONE,39.10575012,-77.14524508,"(39.10575012, -77.14524508)"
MCP3263003C,230024371,Montgomery County Police,Injury Crash,05/21/2023 03:55:00 PM,Maryland (State),WILSON LA,County,EXETER RD,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,96CE69F3-C5B3-4F93-B19D-6D3F436F9DA9,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,38.98706833,-77.10328333,"(38.98706833, -77.10328333)"
MCP2246001G,17000858,Montgomery County Police,Injury Crash,01/05/2017 07:20:00 PM,County,WAYNE AVE,County,DALE DR,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,ED4FFEB4-4702-4B3D-93CE-19CCA9B7AE9B,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,N/A,38.99938,-77.01772333,"(38.99938, -77.01772333)"
MCP23960032,190001004,Montgomery County Police,Injury Crash,01/07/2019 07:55:00 AM,,,,,PARKING LOT 12405 GEORGIA AVENUE,,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,40702F69-01D9-4C0D-8A51-656E9C838635,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,NONE,39.06099667,-77.05151167,"(39.06099667, -77.05151167)"
MCP2362002S,180002423,Montgomery County Police,Injury Crash,01/16/2018 07:56:00 AM,US (State),COLESVILLE RD,County,CRESTMOOR DR,,N/A,PEDESTRIAN,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,N/A,N/A,B98F326E-EE7F-4B9C-9C45-1B6B946C3EBF,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,N/A,39.02814967,-77.00925817,"(39.02814967, -77.00925817)"
MCP2789000K,15003826,Montgomery County Police,Injury Crash,01/23/2015 08:10:00 PM,Maryland (State),COLESVILLE RD,Maryland (State),GEORGIA AVE,,N/A,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,N/A,BE95E8A5-2271-404B-9A7E-665E6DAF897F,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,SUSPECTED MINOR INJURY,N/A,38.99734667,-77.029575,"(38.99734667, -77.029575)"
MCP2563000R,180034957,Montgomery County Police,Fatal Crash,07/15/2018 08:48:00 AM,,,,,PARKING LOT OF 19620 WHITE GROUND ROAD,,PEDESTRIAN,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,,UNKNOWN,17F8F349-6498-4021-820B-3E80A0CD8BCE,PEDESTRIAN,Unknown,UNKNOWN,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Unknown,FATAL INJURY,NONE,39.17753833,-77.32008333,"(39.17753833, -77.32008333)"
MCP29080012,15037874,MONTGOMERY,Injury Crash,07/31/2015 09:39:00 AM,US (State),COLESVILLE RD,County,HASTINGS DR,,N/A,"BICYCLIST, OTHER",STRAIGHT MOVEMENT ANGLE,N/A,DRY,DAYLIGHT,YIELD SIGN,NONE DETECTED,NONE DETECTED,CB142B4B-1F72-4EA6-93C1-AAB941A2D2C5,OTHER,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,N/A,No,POSSIBLE INJURY,MC/BIKE HELMET,39.013495,-77.01665167,"(39.013495, -77.01665167)"
MCP2728006F,190044758,Montgomery County Police,Injury Crash,09/18/2019 05:47:00 PM,Maryland (State),EAST WEST HWY,Unknown,BLAIR MILL WAY,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,D47A6140-C340-4FC4-B570-20C7BDC5A07E,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,NONE,38.98890167,-77.02780167,"(38.98890167, -77.02780167)"
MCP2801001Z,170511679,Montgomery County Police,Injury Crash,06/04/2017 02:51:00 AM,County,SILVER SPRING AVE,County,MAYOR LA,,N/A,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,ALCOHOL PRESENT,N/A,E7AB3D13-89C9-4034-8AB3-2D89B3C4D4C6,PEDESTRIAN,N/A,NO IMPROPER ACTIONS,N/A,N/A,OTHER,No,POSSIBLE INJURY,NONE,38.99164581,-77.02596992,"(38.99164581, -77.02596992)"
DD5594000W,15011130,Rockville Police Departme,Injury Crash,03/10/2015 07:37:00 PM,Municipality,S WASHINGTON ST,Municipality,MARYLAND AVE,,ROCKVILLE,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,A8638928-9EDE-4969-B7A1-9AD6339BB3BA,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,,POSSIBLE INJURY,N/A,39.11973,-77.18068667,"(39.11973, -77.18068667)"
MCP2968004B,220015977,Montgomery County Police,Injury Crash,04/15/2022 12:10:00 PM,County,SHADY GROVE RD,Unknown,GUDELSKY WAY,,N/A,OTHER PEDALCYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,N/A,N/A,1EBAC4A2-0862-43E0-AD1D-D81E2F8D4DD9,OTHER PEDALCYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,SHOULDER,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,UNKNOWN,39.09067667,-77.199705,"(39.09067667, -77.199705)"
MCP3196002X,220003322,Montgomery County Police,Injury Crash,01/25/2022 05:52:00 PM,County,WISTERIA DR,County,FATHER HURLEY BLVD,,N/A,OTHER,OTHER,CLEAR,DRY,UNKNOWN,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,99E4A7AF-B08E-4A55-8C39-11FFD38EB7AD,OTHER,Cross/Enter at Intersection,N/A,ON ROADWAY AT CROSSWALK,N/A,N/A,No,POSSIBLE INJURY,N/A,39.18136567,-77.27657533,"(39.18136567, -77.27657533)"
MCP20870028,180041953,Montgomery County Police,Injury Crash,08/23/2018 09:09:00 AM,County,RANDOLPH RD,County,JUDSON RD,,N/A,OTHER,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,53EC57BF-0314-4B6A-8A09-77474858A9CC,OTHER,Standing,NO IMPROPER ACTIONS,AT INTERSECTION BUT NO CROSSWALK,N/A,REFLECTIVE MATERIAL,No,SUSPECTED SERIOUS INJURY,REFLECTIVE CLOTHING,39.05770833,-77.05182833,"(39.05770833, -77.05182833)"
EJ78510067,210008384,Gaithersburg Police Depar,Injury Crash,03/05/2021 05:53:00 PM,,,,,BEHIND 422 MARKET STREET (PARKING LOT),,PEDESTRIAN,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,81D5F8AD-E529-4618-BD83-6F70465A4E5A,PEDESTRIAN,Other,INATTENTIVE,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.12174383,-77.23678555,"(39.12174383, -77.23678555)"
DD5623000Q,170550182,Rockville Police Departme,Injury Crash,12/22/2017 02:40:00 PM,Municipality,BURGUNDY DR,Municipality,PINEWOOD RD,,ROCKVILLE,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,ALCOHOL PRESENT,9F83C7AB-991C-40F7-8A15-D25E8238A930,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,ON ROADWAY NOT AT CROSSWALK,N/A,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.09032283,-77.14256267,"(39.09032283, -77.14256267)"
MCP3007000F,16001665,Montgomery County Police,Injury Crash,01/09/2016 06:36:00 PM,County,RANDOLPH RD,County,BUSHEY DR,,N/A,PEDESTRIAN,OTHER,N/A,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,1EF94930-69BC-4038-8466-684A27FFC987,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,NONE,39.05737235,-77.07796454,"(39.05737235, -77.07796454)"
MCP2809004F,20034574,Montgomery County Police,Injury Crash,09/03/2020 08:20:00 PM,Maryland (State),UNIVERSITY BLVD E,Maryland (State),PINEY BRANCH RD,,N/A,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,N/A,N/A,F1397E41-2A21-49C1-B815-AA372749E713,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,N/A,38.99963667,-76.99598333,"(38.99963667, -76.99598333)"
DD5540001L,220004798,Rockville Police Departme,Injury Crash,02/03/2022 09:40:00 PM,,,,,16001 SHADY GROVE RD,,PEDESTRIAN,OTHER,RAINING,,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,ALCOHOL PRESENT,D5DE4AEE-96BF-4596-97E6-4C062CA7E65A,PEDESTRIAN,Other,OTHER,OTHER,N/A,MIXED CLOTHING,Yes,SUSPECTED SERIOUS INJURY,NONE,39.11910052,-77.18213407,"(39.11910052, -77.18213407)"
