report_number,local_case_number,agency_name,acrs_report_type,Crash_date,route_type,road_name,Cross-Street,Cross-Street Name,Related-Non-Motorist,Collision-Type,Weather,Surface_Condition,Light,Traffic_Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID-Driver,Driver At Fault,Injury Severity,Driver Distracted By,Drivers License State,Vehicle ID,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Second Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Continuing Dir,Vehicle Going Dir,Speed Limit,Driverless Vehicle,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Equipment Problems,Latitude,Longitude,Person ID_pedestrian,Pedestrian Type,Pedestrian Movement,Pedestrian Actions,Pedestrian Location,Pedestrian Obeyed Traffic Signal,Pedestrian Visibility,Pedestrian_At_Fault,Injury Severity_pedestrian,Related Non-Motorist,Driver Substance Abuse,Non-Motorist Substance Abuse
MCP28820023,170525535,Montgomery County Police,Injury Crash,8/18/2017 14:55,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,3BC09089-E794-49CC-AFE3-B259EBB3C014,No,NO APPARENT INJURY,NOT DISTRACTED,MD,D488204A-7AE9-4B66-887B-489D8FC9E6D4,SUPERFICIAL,EIGHT OCLOCK,EIGHT OCLOCK,PICKUP TRUCK,STOPPED IN TRAFFIC LANE,South,West,15,No,No,2003,TOYOTA,TACOMA,NO MISUSE,39.17810167,-77.26309833,ED97011A-C539-43C8-8CE1-E640E8DCF638,BICYCLIST,Playing,INATTENTIVE,OTHER,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP23480066,220010562,Montgomery County Police,Injury Crash,3/11/2022 16:25,Maryland (State),FREDERICK RD,County,STRINGTOWN RD,BICYCLIST,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1BD281BA-114E-44E1-A49D-3D5591315DEC,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,8DEBB293-6F7C-46EB-8064-E0A6206CE3CC,SUPERFICIAL,FOUR OCLOCK,FOUR OCLOCK,TRUCK TRACTOR,ACCELERATING,North,North,30,No,No,2009,PETERBILT,TRUCK TRACTOR,NO MISUSE,39.23779733,-77.27817375,2A4142D2-82FB-4BBD-8565-0A8CDBD628A7,BICYCLIST,Walking/Riding w/Traffic,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3331000H,220040239,Montgomery County Police,Injury Crash,9/16/2022 7:59,Maryland (State),VEIRS MILL RD,County,VALLEYWOOD DR,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,211A5DE9-C364-4E25-AD89-8999DBBC7E74,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,8B2197CD-DE4A-4EC3-9EA0-EB3BCFE44922,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,35,No,No,2003,TOYOTA,CAMRY,NO MISUSE,39.049723,-77.07103,3D4365ED-1337-41E6-8178-2FF0A59EF8BD,PEDESTRIAN,Cross/Enter not at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3134003B,220009059,Montgomery County Police,Injury Crash,2/23/2022 16:29,County,GREENCASTLE RD,US (State),COLUMBIA PIKE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,E72B7C55-C15A-4E0F-B912-CC7950A75C58,Yes,NO APPARENT INJURY,UNKNOWN,MD,C226301C-76EA-49CA-B077-E7630B6D1D95,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,55,No,No,0,UNKNOWN,UNKNOWN,NO MISUSE,39.09563444,-76.93811154,F7F132FE-A153-4E0E-BB00-754D2180AE97,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,ON ROADWAY AT CROSSWALK,UNKNOWN,UNKNOWN,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP115100C5,200038122,Montgomery County Police,Injury Crash,9/28/2020 13:03,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,NONE DETECTED,B60A82FE-B3E8-44FE-A620-584CC685E753,Yes,NO APPARENT INJURY,UNKNOWN,MD,D839DBE7-9EBB-460C-9B2D-0389748FB522,UNKNOWN,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,BACKING,Unknown,Unknown,15,No,No,0,UNKNOWN,UNKNOWN,UNKNOWN,39.18606233,-77.26458917,ABB42588-AB9D-421F-8E58-E2AB3B967040,PEDESTRIAN,Other,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP271700L5,180053407,Montgomery County Police,Injury Crash,10/25/2018 7:31,County,CASTLE BLVD,Unknown,TEAGARDEN CIR,PEDESTRIAN,OTHER,CLEAR,DRY,DAWN,NO CONTROLS,NONE DETECTED,NONE DETECTED,644E1B2B-6711-4B00-88B9-B062C0B52045,No,NO APPARENT INJURY,NOT DISTRACTED,DC,C201A18D-D5D9-4940-A170-AACB14FBDCF3,FUNCTIONAL,TWO OCLOCK,TWO OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,South,South,25,No,No,2016,FORD,F350,NO MISUSE,39.0824985,-76.943588,284ECC41-1375-4F9B-8852-B4C5F0245C6B,PEDESTRIAN,Cross/Enter not at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2637002W,180059668,Montgomery County Police,Injury Crash,11/29/2018 10:46,County,GLEN RD,County,THREE SISTERS RD,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,ADD08662-A17C-410C-8F51-235DC3B503FC,Yes,NO APPARENT INJURY,UNKNOWN,MD,865A23B0-120D-40B7-A381-6DEE9A8BB672,UNKNOWN,UNKNOWN,THREE OCLOCK,PASSENGER CAR,PASSING,West,West,35,No,No,2012,HONDA,ACCORD,NO MISUSE,39.06331013,-77.25126765,61360C87-1F16-4459-9CB9-74D57F9203A2,BICYCLIST,Walking/Riding w/Traffic,OTHER,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP3052000D,170529640,Montgomery County Police,Injury Crash,9/9/2017 23:11,County,CONTOUR RD,County,LOST KNIFE RD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,WARNING SIGN,NONE DETECTED,NONE DETECTED,98C0986B-1DA5-4F02-87CB-B7649AF74C91,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,1BEA477B-4631-4ABB-866F-E2BBE94208D3,SUPERFICIAL,ONE OCLOCK,ONE OCLOCK,OTHER,MOVING CONSTANT SPEED,North,North,25,No,No,2006,TOYOTA,CAMERY,NO MISUSE,39.15557976,-77.20001914,CA1DCA77-1D4A-4D13-BA0E-DCAA232A1086,PEDESTRIAN,Cross/Enter at Intersection,INATTENTIVE,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3063003H,220043727,Montgomery County Police,Injury Crash,10/6/2022 19:15,Maryland (State),UNIVERSITY BLVD E,Unknown,SEPTEMBER LA,PEDESTRIAN,OTHER,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,UNKNOWN,NONE DETECTED,0696AFEB-1FFB-405F-A761-F17EDFDE18FA,No,NO APPARENT INJURY,UNKNOWN,MD,B0DAC491-C4B7-4341-8B3E-320DF0D7D627,UNKNOWN,UNKNOWN,UNKNOWN,PICKUP TRUCK,MOVING CONSTANT SPEED,West,West,35,No,No,2007,TOYOTA,TACOMA,NO MISUSE,39.00440088,-76.99661326,D3B860F6-5C42-448B-B1A5-BCDA79F732B5,PEDESTRIAN,Other,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,UNKNOWN,NONE DETECTED
MCP2693001J,16035531,Montgomery County Police,Injury Crash,7/13/2016 19:24,Maryland (State),VEIRS MILL RD,County,TURKEY BRANCH PKWY,BICYCLIST,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,FLASHING TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5C27C4D6-55F1-4D2F-953D-F10DAB63E203,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,758713EF-72DC-4B19-A5F4-D935A7223ADE,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,West,45,No,No,2005,TOYOTA,COROLLA,NO MISUSE,39.06003,-77.08921167,DEE2087C-DE6F-4929-9659-1807B648A159,BICYCLIST,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2639005L,190000170,Montgomery County Police,Injury Crash,1/2/2019 6:30,Maryland (State),GEORGIA AVE,Unknown,CROSSOVER,PEDESTRIAN,HEAD ON LEFT TURN,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,NONE DETECTED,NONE DETECTED,006D3FA3-B900-4FEE-AB07-067D24F4779C,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,30EAD8F3-5593-45CB-9456-FD55386383A0,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING U TURN,North,South,45,No,No,2014,TOYOTA,RAV4,NO MISUSE,39.08196833,-77.076615,9B09E1D9-EB1B-4546-B541-49F4537201C9,PEDESTRIAN,Cross/Enter at Intersection,DART DASH,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
DD56060047,170500798,Rockville Police Departme,Injury Crash,4/6/2017 10:19,County,SHADY GROVE RD,Municipality,GAITHER RD,PEDESTRIAN,SINGLE VEHICLE,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,55688C5A-6AF4-45EA-A36D-F70EDC9F09F9,No,NO APPARENT INJURY,NOT DISTRACTED,MD,F78498E5-91D4-4755-91D4-AA08F6A6D7C0,SUPERFICIAL,TWO OCLOCK,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,40,No,No,2005,HONDA,4S,NO MISUSE,39.11744113,-77.18345717,685758F6-FB79-4740-A4B3-E87F288FCC8A,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP28910022,16012593,MONTGOMERY,Injury Crash,3/14/2016 13:24,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B595C2C0-5CF7-442B-91A7-018CC13BABC0,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,E07CBD1B-8D5D-4814-9E6A-E4DB644E0F6A,NO DAMAGE,THREE OCLOCK,THREE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,South,South,15,No,No,2008,TOYOTA,HIGHLANDER,NO MISUSE,39.00904269,-77.04148382,06A91E98-553E-4571-92EF-B15540BC355C,PEDESTRIAN,Getting off/on Vehicle,NO IMPROPER ACTIONS,OTHER,NO PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP27260058,200048813,Montgomery County Police,Injury Crash,12/11/2020 12:26,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,54992D37-3FD3-46AF-B0D6-8187A8244B48,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,VA,540717B6-8D5C-4BC5-9733-8F278242F205,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ENTERING TRAFFIC LANE,North,East,25,No,No,2019,HONDA,PASSPORT,NO MISUSE,39.06297528,-77.12499665,CCCD6E15-7717-436D-93EF-6B4BF8538464,BICYCLIST,Walking/Cycling on Sidewalk,NO IMPROPER ACTIONS,SIDEWALK,NO PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP2667005L,190003151,Montgomery County Police,Injury Crash,1/20/2019 13:00,County,GOSHEN RD,County,WIGHTMAN RD,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,BFFD4EBB-56E2-4967-A8D3-29E7965FFBE3,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,63494F8B-2AA6-4A6B-A155-AF2D0DAD08CE,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,35,No,No,2017,TOYOTA,TRUCK,NO MISUSE,39.18813983,-77.1883335,E55166EB-213F-4588-9169-3FB9A26F38CD,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP137800N0,180050552,Montgomery County Police,Injury Crash,10/9/2018 19:02,County,GEORGIA AVE,County,GEORGIA AVE,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DUSK,STOP SIGN,NONE DETECTED,NONE DETECTED,550DA0E3-C89A-4006-8EE8-B31B98AC5C22,Yes,NO APPARENT INJURY,NOT DISTRACTED,MD,F0C93588-AF60-4692-A12A-7BBC01F171D4,SUPERFICIAL,FIVE OCLOCK,FIVE OCLOCK,PASSENGER CAR,BACKING,West,West,15,No,No,2015,MERZ,C300,NO MISUSE,39.14838833,-77.186675,A2D70306-CC28-4FEA-B632-30843D4EC9F5,BICYCLIST,Walking/Riding w/Traffic,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,BICYCLIST,NONE DETECTED,NONE DETECTED
MCP32110015,200016662,Montgomery County Police,Injury Crash,4/21/2020 12:46,County,DORSET AVE,Maryland (State),RIVER RD,PEDESTRIAN,OTHER,CLOUDY,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,NONE DETECTED,2F92ACCB-C078-4A91-937F-C43B122D0950,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,DBF62688-65D6-422E-9487-6C7652F93669,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,West,35,No,No,2009,VOLVO,S60,NO MISUSE,38.96912792,-77.11006581,93CF851F-A8B4-4E01-90A0-DF3C8250C0D0,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,SHOULDER,NO PED. SIGNAL,UNKNOWN,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2348004S,190007483,Montgomery County Police,Injury Crash,2/15/2019 20:28,County,CONNECTICUT AVE SERVICE RD,Maryland (State),CONNECTICUT AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1E83329F-9D4D-4DBF-A861-F4205BC0DE0D,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,A987B90F-A487-4604-9FA2-B95969258C0C,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,STATION WAGON,MAKING RIGHT TURN,North,North,35,No,No,1999,VOLVO,C70,NO MISUSE,39.05168167,-77.07465333,3065003D-57AB-47E8-82F0-17C8AC2850CD,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2683001L,16012877,Montgomery County Police,Injury Crash,3/15/2016 23:11,County,WATKINS MILL RD,County,STEDWICK RD,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,CCA02A9F-0170-4555-8F67-BAB1134B11E0,No,NO APPARENT INJURY,NOT DISTRACTED,MD,2C8E14ED-F78F-48BB-822C-95EC40880D5F,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2007,TOYOTA,COROLLA,NO MISUSE,39.17056667,-77.20898333,4E921724-2BEC-4B8E-8171-70C680701174,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO OBEY TRAFFIC SIGNS SIGNALS OR OFFICER,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
EJ7899000N,230015429,Gaithersburg Police Depar,Injury Crash,3/30/2023 21:04,Maryland (State),QUINCE ORCHARD RD,Unknown,ENT TO PARK & RIDE,PEDESTRIAN,OTHER,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,61314E5F-5601-479E-BD79-6D8B5FFBBD3E,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,650A301C-7A1E-4E93-A02E-B3B75BE15015,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2015,MERCEDES,4S,NO MISUSE,39.14799243,-77.21799047,52EDA201-0103-4F0E-9CC8-E50DAFA09CA9,PEDESTRIAN,Cross/Enter at Intersection,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,LIGHT CLOTHING,Yes,SUSPECTED SERIOUS INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3070001C,200002541,Montgomery County Police,Injury Crash,1/15/2020 17:38,County,GEORGIA AVE,County,GEORGIA AVE,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,NONE DETECTED,4C2F3DE0-7E66-4903-B31B-FACC72C9A219,Yes,NO APPARENT INJURY,INATTENTIVE OR LOST IN THOUGHT,MD,575D2DE1-7A02-4EDE-ACE4-2BDC7FA04517,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,STARTING FROM PARKED,North,North,0,No,No,2010,HONDA,ACCORD,NO MISUSE,38.98265833,-77.087775,536D277C-E62F-46EA-864E-D0D2DA80F26E,PEDESTRIAN,Playing,INATTENTIVE,OTHER,NO PED. SIGNAL,LIGHT CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP29170069,190062628,Montgomery County Police,Injury Crash,12/29/2019 19:06,County,RANDOLPH RD,County,SELFRIDGE RD,PEDESTRIAN,OTHER,RAINING,WET,DARK NO LIGHTS,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,1183AC0B-E77D-490D-BE35-4AAB6650457E,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,20675AB1-4745-4D2A-A52A-4A41E1F7F83A,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,35,No,No,2015,JEEP,WRANGLER,NO MISUSE,39.05552833,-77.08361833,5C7AF34E-B273-4954-85C9-A38F6F73737C,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,DARK CLOTHING,No,POSSIBLE INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP13660071,180003770,Montgomery County Police,Injury Crash,1/23/2018 6:36,County,TWINBROOK PKWY,County,FISHERS LA,PEDESTRIAN,SINGLE VEHICLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,861EDD86-5206-49F9-AFB4-D097A1989E5E,No,NO APPARENT INJURY,NOT DISTRACTED,MD,B39AD456-447A-44D5-A39E-5E5AF8D83415,FUNCTIONAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2012,HYUNDAI,4S,NO MISUSE,39.06279361,-77.11637244,EDDF6A52-2099-4CC5-8003-D0ED74E58B37,PEDESTRIAN,Cross/Enter at Intersection,INATTENTIVE,ON ROADWAY AT CROSSWALK,DISOBEYED PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2246000S,15063900,MONTGOMERY,Injury Crash,12/14/2015 17:10,County,SPRING ST,County,SECOND AVE,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,5210A635-09E3-4582-89B0-90229B065696,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,WV,2E1D1718-0B85-41D4-ABE2-0C9CBC959FF0,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,West,30,No,No,2007,HYUNDAI,ACCENT,NO MISUSE,38.99112833,-77.027345,F8AF28FE-D37C-467E-B4ED-C07429B68266,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP3212003W,220048827,Montgomery County Police,Injury Crash,11/5/2022 15:51,Maryland (State),GEORGIA AVE,County,FOREST GLEN RD,PEDESTRIAN,OTHER,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,97D29A60-833A-4314-B5BC-DD6386BE830A,No,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,170CBCB1-449D-4DAF-92AC-61321CCF5F9B,FUNCTIONAL,TEN OCLOCK,TEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,30,No,No,2018,MADZA,CX-9,NO MISUSE,39.01520562,-77.04259605,D59FB553-4A34-4F8B-A317-F7D1A51C5B78,PEDESTRIAN,Cross/Enter at Intersection,FAILURE TO YIELD RIGHT OF WAY,AT INTERSECTION MARKED CROSSWALK,DISOBEYED PED. SIGNAL,MIXED CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP14330022,180056822,Montgomery County Police,Injury Crash,11/12/2018 18:50,Maryland (State),ROCKVILLE PIKE,Municipality,HALPINE RD,PEDESTRIAN,OTHER,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,30D006B4-D967-4EDA-BFE0-182E430B02F5,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,5E4446AF-74E8-4DF6-A6E2-B30C1A4859BF,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,West,35,No,No,2010,FORD,FUSION,NO MISUSE,39.06211,-77.12384167,9BF51C62-6A62-4FC1-91A1-65A1268D5A2B,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,AT INTERSECTION MARKED CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP2445001W,200039777,Montgomery County Police,Injury Crash,10/9/2020 12:36,County,GERMANTOWN RD,County,SCENERY DR,PEDESTRIAN,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,NONE DETECTED,D869E34F-184B-4687-9E76-4BE401DDFC6C,Yes,NO APPARENT INJURY,LOOKED BUT DID NOT SEE,MD,4C43491F-AAD8-4DE6-8620-15B0150A21F0,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,40,No,No,2008,MAZDA,TK,NO MISUSE,39.19226433,-77.23377617,A1B0B838-C5E0-4CA9-B3E3-635F8F6BD7F4,PEDESTRIAN,Cross/Enter at Intersection,NO IMPROPER ACTIONS,ON ROADWAY AT CROSSWALK,OBEYED PED. SIGNAL,MIXED CLOTHING,No,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
MCP33370018,230012087,Montgomery County Police,Injury Crash,3/12/2023 11:42,Maryland (State),UNIVERSITY BLVD W,County,FERN ST,PEDESTRIAN,HEAD ON,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,NONE DETECTED,B2FBA5B4-C834-48FE-949A-B4B55E03E390,No,NO APPARENT INJURY,NOT DISTRACTED,MD,9DA3BE07-A0C1-4FD2-8218-B075C5E1B615,NO DAMAGE,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2009,TOYOTA,COROLLA,NO MISUSE,39.05821733,-77.04855467,976D5CD8-5CD7-4ED6-B0A8-4FFC73420C3C,PEDESTRIAN,Walking/Riding against Traffic,IN ROADWAY IMPROPERLY,ON ROADWAY NOT AT CROSSWALK,NO PED. SIGNAL,DARK CLOTHING,Yes,SUSPECTED MINOR INJURY,PEDESTRIAN,NONE DETECTED,NONE DETECTED
